baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GeneSymbol,gene_type,line
8813.85965970812,-1.29706785005291,0.0574273789957193,-22.5862275579318,5.919165319675941e-113,8.086723301795911e-111,BTG2,protein_coding,RT112
4690.62575317057,1.45356348299064,0.064414378878004,22.5658231641662,9.390944300178871e-113,1.2685688522348401e-110,FEN1,protein_coding,RT112
385.801541231173,3.7458331039841,0.165994078405836,22.5660646449447,9.339810392255481e-113,1.2685688522348401e-110,PHGR1,protein_coding,RT112
1266.54724747196,-1.95436968464229,0.0868055852008469,-22.5143310781254,3.0043820714337203e-112,4.03577468757675e-110,COX10,protein_coding,RT112
14643.5439376314,-1.67373999048337,0.0744379329771312,-22.4850412087286,5.81465514220886e-112,7.76741016080068e-110,ATF4,protein_coding,RT112
2198.60519226123,-1.63706311933748,0.0729035492580477,-22.4551909474663,1.13866719809793e-111,1.51266589935165e-109,REEP4,protein_coding,RT112
2115.95909846589,1.91197122850545,0.0851768659901929,22.4470718225955,1.36684095880898e-111,1.80580718981109e-109,COL4A6,protein_coding,RT112
1173.82722607755,-1.93837046264675,0.0865932099980143,-22.3847858589744,5.5370819261178005e-111,7.27536256357937e-109,CRYBG2,protein_coding,RT112
1181.037100155,-1.86754542604722,0.0834706629211298,-22.3736743029325,7.10380283924547e-111,9.283203221177031e-109,RAB12,protein_coding,RT112
1067.48449189688,-2.05642814913485,0.092007406794057,-22.3506804592136,1.1891773267604201e-110,1.54560912551104e-108,SGPP1,protein_coding,RT112
429.412545516578,-6.68223982875452,0.299585757637815,-22.3049315876792,3.30942514261378e-110,4.27823266420153e-108,ZNF114,protein_coding,RT112
790.211634514495,2.53759433825784,0.114648372639844,22.1337144158986,1.49721822378328e-108,1.9251664273192e-106,RP11-181C3.2,antisense,RT112
9248.51036683986,-1.58400457177879,0.0716295657203463,-22.1138374335956,2.32625012254339e-108,2.97524915939127e-106,AKR1C1,protein_coding,RT112
755.505292193763,-2.51558327216092,0.114059326740753,-22.0550422665446,8.545180122969779e-108,1.08713680453338e-105,SLC6A8,protein_coding,RT112
2721.9012976477,-2.19252758714755,0.0995768395279067,-22.0184492452494,1.91712599282334e-107,2.4261733946019602e-105,S100A4,protein_coding,RT112
548.276761034281,-2.88477703997684,0.131123976671066,-22.0003779111544,2.8558924019025497e-107,3.5952844399867505e-105,PPP1R3B,protein_coding,RT112
2028.97793309061,-2.14004872541966,0.097535877339897,-21.9411439542594,1.05221699641171e-106,1.31773737909997e-104,LGALS1,protein_coding,RT112
1718.34184577603,1.64829756537986,0.0753186006119483,21.8843360336992,3.66305804914721e-106,4.56363890112667e-104,PIGM,protein_coding,RT112
1613.64405049825,1.93340136175916,0.0883893819820737,21.8736834493454,4.62673391240035e-106,5.73452664554981e-104,CYP24A1,protein_coding,RT112
1141.50934813121,-2.05494373186484,0.0940927180128977,-21.8395618201098,9.76875926599231e-106,1.2045631617989e-103,PTPRM,protein_coding,RT112
2137.22084322637,-1.65785632648426,0.0759454554161988,-21.8295659351678,1.21569515756471e-105,1.4913974522267098e-103,RNF19B,protein_coding,RT112
