baseMean	log2FoldChange	lfcSE	pvalue	padj	GeneSymbol	gene_type
ENSG00000182247.9	128.219748869986	-5.36594247684758	0.381836791251645	3.0998235947319e-45	1.1194517579738e-43	UBE2E2	protein_coding
ENSG00000138744.14	149.593757602559	-2.9728151267053	0.213088006359922	3.29542598091014e-45	1.18834030114555e-43	NAAA	protein_coding
ENSG00000139793.18	3301.55613388598	-1.07096638413557	0.0763426385886037	3.44173356557661e-45	1.23927678063883e-43	MBNL2	protein_coding
ENSG00000112033.13	2772.30498801029	-1.00123760689516	0.0714292275158236	3.60320604715153e-45	1.29551635604403e-43	PPARD	protein_coding
ENSG00000049323.15	1344.09670530671	-1.4699639295065	0.105268111965282	5.19483318302464e-45	1.86500667336405e-43	LTBP1	protein_coding
ENSG00000224078.13	1049.24099634609	1.23742873401722	0.0884935391917671	5.20233499686396e-45	1.86500667336405e-43	SNHG14	processed_transcript
ENSG00000139178.10	928.693671556958	1.23667183771134	0.0884910244455136	5.52145363401611e-45	1.97651919065269e-43	C1RL	protein_coding
ENSG00000182871.14	197.965119035402	-2.61599666072922	0.188120587839752	5.93991829673749e-45	2.1232177340277e-43	COL18A1	protein_coding
ENSG00000105397.13	2166.37925360993	1.06192085719246	0.0759230205660764	6.49211918286933e-45	2.31722350048237e-43	TYK2	protein_coding
ENSG00000087258.14	159.609901334078	-3.01067161418719	0.216381331906956	8.01246167409664e-45	2.85572053358319e-43	GNAO1	protein_coding
ENSG00000165138.17	1188.18781703336	-1.16905663308205	0.083828834770431	8.40672449215709e-45	2.99189101991559e-43	ANKS6	protein_coding
ENSG00000116977.18	3232.37575944252	-0.960455575375736	0.0687019838737196	9.23126827404465e-45	3.28057868620071e-43	LGALS8	protein_coding
ENSG00000120697.8	2162.94156198477	1.06085453815124	0.0761516849167898	1.33469684746878e-44	4.73633884179189e-43	ALG5	protein_coding
ENSG00000162576.16	203.429980971039	2.59409143190102	0.1875447251088	1.35937054836761e-44	4.816925609324e-43	MXRA8	protein_coding
ENSG00000158050.4	164.326138805447	2.88648571224647	0.208604278424011	1.4744612571761e-44	5.21720988271504e-43	DUSP2	protein_coding
ENSG00000133119.12	1923.32798655125	1.06379432129933	0.0764320090460201	1.59891825255455e-44	5.64943436179974e-43	RFC3	protein_coding
ENSG00000154274.14	605.738513043288	-1.54214859001657	0.111182072046713	1.85828577145378e-44	6.5564065326357e-43	C4orf19	protein_coding
ENSG00000155761.13	132.312019608699	3.55971156849437	0.256596191100719	2.48067483830459e-44	8.7397453606418e-43	SPAG17	protein_coding
ENSG00000141034.9	1301.24594253034	-1.09592672516921	0.0789374238130635	2.50871179727818e-44	8.82584246500118e-43	GID4	protein_coding
ENSG00000187239.16	809.325975240553	-1.33997898373233	0.096704889261777	2.69485128189656e-44	9.46711293458247e-43	FNBP1	protein_coding
ENSG00000150687.11	3259.4438041964	-0.937461215936799	0.06751667866545	2.94003166011585e-44	1.03136647121174e-42	PRSS23	protein_coding
ENSG00000024526.16	1802.85439002826	-1.24729417702333	0.0900294621003208	2.96103762921695e-44	1.0372514815147e-42	DEPDC1	protein_coding
ENSG00000112972.14	1549.35072094579	-1.2977273684438	0.093703810467579	3.18899098626893e-44	1.11550995683738e-42	HMGCS1	protein_coding
ENSG00000141458.12	2339.08143191135	-0.977387289465544	0.0704332894551474	3.24631856218774e-44	1.13394554791176e-42	NPC1	protein_coding
ENSG00000139737.21	124.944808841621	3.71477284254565	0.268977424006193	4.88116409436717e-44	1.70257503211917e-42	SLAIN1	protein_coding
ENSG00000140950.15	4958.4692735971	-0.870223534633417	0.0628272727094543	5.4749680640816e-44	1.90698425993388e-42	TLDC1	protein_coding
ENSG00000126603.8	261.262001656281	-2.11527033471647	0.153920757709296	6.20699873837075e-44	2.15889100799417e-42	GLIS2	protein_coding
ENSG00000128422.15	27805.0463356257	-1.02792685164107	0.0743953299425874	6.53078724748027e-44	2.26829226764113e-42	KRT17	protein_coding
ENSG00000100292.16	186.875176459811	-2.48869330386014	0.181176152030436	7.36948082296517e-44	2.55596943790564e-42	HMOX1	protein_coding
ENSG00000105825.11	2723.56168760263	0.920388801426687	0.0665959571683904	7.75749336539447e-44	2.68674427701748e-42	TFPI2	protein_coding
ENSG00000223652.2	148.168528218572	3.13276969221332	0.228522991160092	8.65532998032943e-44	2.99347456202621e-42	AC106786.1	antisense
ENSG00000143321.18	22567.8407233437	-0.847836134812632	0.0613754436462585	9.06443323904321e-44	3.13054883738843e-42	HDGF	protein_coding
ENSG00000165490.12	703.54116669748	1.62452046038635	0.118066967684621	9.26625335485368e-44	3.19574962748758e-42	DDIAS	protein_coding
ENSG00000117155.16	1226.52969561123	1.16380488437058	0.0843794609318605	9.50644869610073e-44	3.27398354602649e-42	SSX2IP	protein_coding
ENSG00000132646.10	11161.4594223944	0.935091259589023	0.0677144267395295	1.08274724747253e-43	3.72370901195988e-42	PCNA	protein_coding
ENSG00000173264.14	2155.9924962179	1.04094875575605	0.0755567637495723	1.14919841589808e-43	3.94670789303038e-42	GPR137	protein_coding
ENSG00000196230.12	48671.7666185234	0.860007394828114	0.0621688121787389	1.69494141919915e-43	5.81281937624928e-42	TUBB	protein_coding
ENSG00000185753.12	610.870903207388	-1.49249937093043	0.108823698863335	1.710502094539e-43	5.85799187991491e-42	CXorf38	protein_coding
ENSG00000166670.9	131.909575391126	3.73158852074939	0.273771308724426	1.94115798268419e-43	6.63865200744756e-42	MMP10	protein_coding
ENSG00000115129.13	869.937239400281	1.35524288953435	0.0990752662815149	2.58273543891854e-43	8.82050915010048e-42	TP53I3	protein_coding
ENSG00000205420.10	132.155390845161	-3.25583260934107	0.238626258606265	2.70885180354129e-43	9.2383525833986e-42	KRT6A	protein_coding
ENSG00000224689.9	190.403960013139	2.80711784928125	0.205088322421267	2.75681156063292e-43	9.38885781642776e-42	ZNF812P	transcribed_unprocessed_pseudogene
ENSG00000165661.16	1036.62321190587	-1.12937107849772	0.0824467238112062	3.05481413720691e-43	1.03893339054716e-41	QSOX2	protein_coding
ENSG00000163655.15	6572.77035780068	0.917907808940901	0.0669403728423612	3.52549953750457e-43	1.1973514426475e-41	GMPS	protein_coding
ENSG00000162654.8	119.01623810571	-5.42646283629059	0.395071346715274	3.58183720790913e-43	1.21480263036154e-41	GBP4	protein_coding
ENSG00000139618.14	1596.23324139522	1.11442122516902	0.0814126661889494	3.7441772068051e-43	1.26810731060867e-41	BRCA2	protein_coding
ENSG00000150907.7	1113.88933898966	-1.12804548421027	0.0824435840028886	3.81822202696692e-43	1.29140168721732e-41	FOXO1	protein_coding
ENSG00000198056.13	1945.77788514023	1.01065815162357	0.0738884118231624	5.03974762185178e-43	1.7021990555844e-41	PRIM1	protein_coding
ENSG00000163918.10	1824.1026670749	1.07291146126688	0.0785221616496024	5.07053139613059e-43	1.71024072028223e-41	RFC4	protein_coding
ENSG00000261578.1	1241.13672155372	-1.32844641417262	0.0973631253477762	5.20150870297023e-43	1.7520081717793e-41	RP11-21L23.2	sense_overlapping
ENSG00000007968.6	436.280301816851	1.65229943914143	0.121400956838787	6.65895181794232e-43	2.23983755182118e-41	E2F2	protein_coding
ENSG00000099864.17	193.824749583008	-2.46952214160334	0.182149873897712	7.35472439136393e-43	2.4704821479539e-41	PALM	protein_coding
ENSG00000163110.14	3459.98399031445	-1.02099143271968	0.0748539764048464	8.03135647802955e-43	2.69407513266433e-41	PDLIM5	protein_coding
ENSG00000183255.11	7590.24684370359	-0.77930584385233	0.0571281882872508	9.70001981007633e-43	3.24937412244374e-41	PTTG1IP	protein_coding
ENSG00000100227.17	2717.13736838764	-0.916224872356788	0.0672773665463865	1.04702973002524e-42	3.50262155660966e-41	POLDIP3	protein_coding
ENSG00000182326.14	116.979641191484	4.78054351682547	0.350183473849546	1.07651919728607e-42	3.59636610853565e-41	C1S	protein_coding
ENSG00000148400.10	4742.08123834221	-1.13853268669734	0.0837468580023577	1.25609244174829e-42	4.1905636413755e-41	NOTCH1	protein_coding
ENSG00000280032.1	248.210330471681	2.07569475181926	0.153427256367899	1.45259483550838e-42	4.8395486360735e-41	RP11-832A4.7	TEC
ENSG00000156398.12	461.731765495532	1.57376125365141	0.116188214747321	1.47036470803779e-42	4.89210488545382e-41	SFXN2	protein_coding
ENSG00000206530.10	652.844338292787	1.37200982017272	0.101270239179654	1.58675588453339e-42	5.272200683556e-41	CFAP44	protein_coding
ENSG00000131373.14	742.705868882273	1.30775440380228	0.0964189348640992	1.68542680820643e-42	5.59246965683759e-41	HACL1	protein_coding
ENSG00000101608.12	4086.33499496791	-1.08040743385136	0.079615914330637	1.79258305006476e-42	5.93999040143756e-41	MYL12A	protein_coding
ENSG00000079739.15	2090.5119244457	-0.931519402676466	0.0685838507410793	1.94319875520311e-42	6.43038821542988e-41	PGM1	protein_coding
ENSG00000140365.15	2149.71770457033	1.22073715193684	0.0900522286122173	2.00533016024716e-42	6.62704863334509e-41	COMMD4	protein_coding
ENSG00000162522.10	21307.8530213729	-0.902253958574948	0.0664064125090598	2.31373198164444e-42	7.63593834749707e-41	KIAA1522	protein_coding
ENSG00000115255.10	848.297497676744	1.26233745366594	0.0933648464380428	2.73458223818888e-42	9.01272729336419e-41	REEP6	protein_coding
ENSG00000158710.14	42321.0422437686	-0.929970614240993	0.0686156327379171	2.95095079834715e-42	9.71278718473429e-41	TAGLN2	protein_coding
ENSG00000133030.20	17907.1766765831	-1.0046816554722	0.0741950140528833	3.13014525179035e-42	1.02887790508246e-40	MPRIP	protein_coding
ENSG00000171451.13	212.691833905156	2.2608925164278	0.168389257701469	4.98095459791757e-42	1.63504668936462e-40	DSEL	protein_coding
ENSG00000176406.22	145.666779917617	2.94149192015612	0.219114958414073	5.85062454066835e-42	1.91795674280386e-40	RIMS2	protein_coding
ENSG00000257302.1	114.064053389651	-3.61922080307591	0.269183130773596	5.9842185505781e-42	1.95913248436216e-40	RP11-785D18.2	processed_pseudogene
ENSG00000196584.2	885.23370307086	1.25047593600078	0.0928150116272369	6.25970346530627e-42	2.04658918230367e-40	XRCC2	protein_coding
ENSG00000138449.10	1418.49754250374	-1.12012628423624	0.0831195772941132	6.49608296707833e-42	2.12104461299238e-40	SLC40A1	protein_coding
ENSG00000151694.12	1019.52929056422	-1.39466746444255	0.103770926331349	8.05667260823131e-42	2.62709666258564e-40	ADAM17	protein_coding
ENSG00000162078.11	1073.18619638242	1.33595010666232	0.0995028608721792	8.61447960478199e-42	2.80525437435404e-40	ZG16B	protein_coding
ENSG00000196542.8	129.874971770906	-3.13056835481392	0.233949586897453	8.82943048107449e-42	2.87143852554944e-40	SPTSSB	protein_coding
ENSG00000132471.11	4298.56619779522	-0.959273962463115	0.0712461776679372	9.19644629162527e-42	2.98683522538998e-40	WBP2	protein_coding
ENSG00000186318.16	1375.42852560576	1.10789049146999	0.0824238745691741	1.12323129004466e-41	3.64322148983931e-40	BACE1	protein_coding
ENSG00000120306.10	1748.17880219235	1.16303260663145	0.0866498941470461	1.16529326180366e-41	3.77465734117404e-40	CYSTM1	protein_coding
ENSG00000180861.9	109.771967185575	-4.49754652259171	0.336726295658295	1.17395690092054e-41	3.79770411180378e-40	C12orf36	lincRNA
ENSG00000184731.5	1458.20919226891	-1.06358035628761	0.079147656177734	1.17681574011557e-41	3.80193659596494e-40	FAM110C	protein_coding
ENSG00000021645.18	215.461116546277	2.30554742726088	0.172464832947955	1.1811325729152e-41	3.81086208163863e-40	NRXN3	protein_coding
ENSG00000169891.17	489.272722343189	-1.51139667071941	0.112850400173501	1.231092377696e-41	3.96683524224489e-40	REPS2	protein_coding
ENSG00000100714.15	7769.78514389802	0.972830889385081	0.0723492054035745	1.24352756554597e-41	4.00164559511191e-40	MTHFD1	protein_coding
ENSG00000142973.13	701.441216247338	1.31328124065046	0.0979952468562861	1.2944336518243e-41	4.16000099297296e-40	CYP4B1	protein_coding
ENSG00000160058.18	2397.75168790327	-0.929166140570421	0.0691214944065982	1.37728927072941e-41	4.42048562926125e-40	BSDC1	protein_coding
ENSG00000164713.9	1427.00565635249	-1.28777013290307	0.0961291167993934	1.38186019272238e-41	4.42935866480334e-40	BRI3	protein_coding
ENSG00000185905.3	1248.60735975825	-1.21671143302839	0.090805963522753	1.5042689511319e-41	4.81542806144977e-40	C16orf54	protein_coding
ENSG00000065491.8	900.830932240826	-1.24350454402806	0.092803345168532	1.57083109852462e-41	5.02194907000291e-40	TBC1D22B	protein_coding
ENSG00000104375.15	1381.6592050429	-1.10321025904678	0.0822754934202062	1.60701370099828e-41	5.1309352815337e-40	STK3	protein_coding
ENSG00000107186.16	337.610845495154	-2.47505332059745	0.185545567004093	1.7743186589288e-41	5.65774614246986e-40	MPDZ	protein_coding
ENSG00000198189.10	2381.77726500478	-1.05624915438823	0.0788517894898112	2.01404437533061e-41	6.41381586071193e-40	HSD17B11	protein_coding
ENSG00000124766.6	15716.0513625797	-0.834812968339439	0.0622431241333495	2.34155065601614e-41	7.44710293594965e-40	SOX4	protein_coding
ENSG00000117877.10	839.744968203903	1.24812756287124	0.0933692496145486	2.42547616769743e-41	7.70402864094672e-40	CD3EAP	protein_coding
ENSG00000171943.11	734.663684952355	-1.33923980209044	0.100298273186343	2.56255848798616e-41	8.12891289571911e-40	SRGAP2C	protein_coding
ENSG00000197279.3	633.762990098087	-1.37246851586765	0.10292639678606	3.00884421993972e-41	9.53228283167206e-40	ZNF165	protein_coding
ENSG00000062038.13	4273.94254472888	-0.870063692962721	0.065004438593912	3.18459322402554e-41	1.00760529608168e-39	CDH3	protein_coding
ENSG00000165424.6	830.558218112398	-1.22314095409888	0.0916618654647613	3.2268565061373e-41	1.01966170601795e-39	ZCCHC24	protein_coding
ENSG00000159216.18	2633.75282015694	-0.975776779380771	0.072977727664867	3.36282228139872e-41	1.06125823889547e-39	RUNX1	protein_coding
ENSG00000125845.6	264.936532765586	-2.17696759758796	0.163751201542342	3.6131821094251e-41	1.13880255148089e-39	BMP2	protein_coding
ENSG00000067606.16	548.930733413899	-1.48523903107932	0.111556769536911	3.75594946469869e-41	1.18228031866337e-39	PRKCZ	protein_coding
ENSG00000180530.10	2580.36899812539	-1.22476175291022	0.0918499514169965	3.83778808917624e-41	1.20649232993193e-39	NRIP1	protein_coding
ENSG00000115866.10	1802.43650086502	-0.99635243789149	0.0746093032355412	3.92597547314246e-41	1.23263565399394e-39	DARS	protein_coding
ENSG00000078114.18	382.115055876299	-1.79774293972658	0.135392835976728	4.3210751688102e-41	1.35494992601528e-39	NEBL	protein_coding
ENSG00000110427.15	645.556607861067	1.5072136249415	0.113277839642575	4.70583922109788e-41	1.47371498774637e-39	KIAA1549L	protein_coding
ENSG00000170954.11	299.503391787024	1.84008637908384	0.13865993496295	4.76833851513628e-41	1.49138301951093e-39	ZNF415	protein_coding
ENSG00000143412.9	1395.21337307315	1.09004989275508	0.0817992142098003	4.824129714469e-41	1.506910633484e-39	ANXA9	protein_coding
ENSG00000143036.16	3987.3756775731	-0.876129728376191	0.0656538259628478	5.3715175504686e-41	1.67576312792672e-39	SLC44A3	protein_coding
ENSG00000196935.8	1083.48204145844	-1.29525835800361	0.0973722241491425	5.65573956904534e-41	1.76219046979112e-39	SRGAP1	protein_coding
ENSG00000205765.8	1830.39505995837	-1.06014323924748	0.0797558490863326	8.40731245193639e-41	2.61618919586208e-39	C5orf51	protein_coding
ENSG00000142623.9	611.633413750022	-1.45260270823628	0.109669700166074	9.25904415039255e-41	2.87757948810869e-39	PADI1	protein_coding
ENSG00000070214.15	7460.33150137633	-0.88493969592152	0.0668676145411655	1.17968617021687e-40	3.66165627593517e-39	SLC44A1	protein_coding
ENSG00000196839.12	1614.46253851169	-1.14539333819369	0.0864799363683054	1.29322889731424e-40	4.00900958167414e-39	ADA	protein_coding
ENSG00000101346.13	5209.0743370969	-0.942687535655749	0.0710286763561898	1.33924925232939e-40	4.14643067125871e-39	POFUT1	protein_coding
ENSG00000162458.12	197.441304079882	2.36320222837316	0.179724587554364	1.52933264532605e-40	4.72897424918539e-39	FBLIM1	protein_coding
ENSG00000174652.17	981.917865484248	1.12227498004449	0.0847371218880758	1.54735219257316e-40	4.77866789849954e-39	ZNF266	protein_coding
ENSG00000106714.17	174.950352084549	-2.47118522434508	0.187808875399348	1.57180474065046e-40	4.84807849628804e-39	CNTNAP3	protein_coding
ENSG00000139410.14	197.957695414645	2.39830316923639	0.182141267733109	1.88932416144893e-40	5.82011529684538e-39	SDSL	protein_coding
ENSG00000107438.8	11060.9248035491	-0.917147398101678	0.0692610675248515	1.97419220691424e-40	6.07392309984241e-39	PDLIM1	protein_coding
ENSG00000120332.15	99.3458813475953	-4.36862295838416	0.331098480749044	2.19608980813648e-40	6.74816017359833e-39	TNN	protein_coding
ENSG00000006282.20	1601.198042026	1.0709095649126	0.0810123153249223	2.26446736701658e-40	6.949562491441e-39	SPATA20	protein_coding
ENSG00000198915.11	121.638159932744	3.41861089748066	0.260385490418969	2.28771902527811e-40	7.01214477735555e-39	RASGEF1A	protein_coding
ENSG00000157036.12	599.480445007905	1.41234007477661	0.107307438853629	2.99278144317202e-40	9.16179697478416e-39	EXOG	protein_coding
ENSG00000012048.21	2719.95142345684	1.00493808771112	0.0761184212810655	3.4427479906751e-40	1.05261375909407e-38	BRCA1	protein_coding
ENSG00000076067.12	1944.85632956366	-1.01921672191701	0.077276092293908	3.60114810628362e-40	1.09967313467224e-38	RBMS2	protein_coding
ENSG00000164040.16	2740.57679855515	-0.87077370922841	0.0659814270100403	3.87977167375036e-40	1.18328210462727e-38	PGRMC2	protein_coding
ENSG00000130724.8	2210.5389832349	1.07014152227018	0.0812890176910962	4.19452337239247e-40	1.27768829334703e-38	CHMP2A	protein_coding
ENSG00000178700.7	494.36447856336	1.46450705764064	0.111468963334689	4.37275163331457e-40	1.3303255930584e-38	DHFRL1	protein_coding
ENSG00000101361.16	7456.84854929601	0.770767850440213	0.0583895128491221	4.45433591423168e-40	1.35346680239002e-38	NOP56	protein_coding
ENSG00000156639.11	2851.61244466317	-0.885452951847994	0.0671759103086376	4.57359002596652e-40	1.38798268597432e-38	ZFAND3	protein_coding
ENSG00000153560.11	3510.9562092411	0.963710906771192	0.0731743403662801	5.07270910441502e-40	1.53755129727269e-38	UBP1	protein_coding
ENSG00000162073.13	754.43567622074	1.4009855489122	0.106735170142084	5.24109039307763e-40	1.58467049973683e-38	PAQR4	protein_coding
ENSG00000279207.1	637.933605057826	1.44444154358268	0.110045593281462	5.23827557782738e-40	1.58467049973683e-38	RP11-159D12.8	TEC
ENSG00000148339.12	414.905568500879	-1.7558686073278	0.134039282285711	5.25199966935535e-40	1.58601334842688e-38	SLC25A25	protein_coding
ENSG00000171522.5	4571.32753607384	-0.899191967458245	0.0683836674405596	5.4146237526775e-40	1.63311179630264e-38	PTGER4	protein_coding
ENSG00000162511.7	9185.80768409022	-0.797467044499098	0.060578280582965	6.73504375898966e-40	2.02886987732414e-38	LAPTM5	protein_coding
ENSG00000153093.18	586.303184852034	-1.39090575830803	0.106221562786535	6.96559860186403e-40	2.09574777075224e-38	ACOXL	protein_coding
ENSG00000134324.11	327.231653922385	-1.74845616666841	0.133849790766141	7.75134413614821e-40	2.32929791130503e-38	LPIN1	protein_coding
ENSG00000173575.20	3082.4403899812	-0.992342595023999	0.0755835311710659	8.13952616909989e-40	2.4429537477662e-38	CHD2	protein_coding
ENSG00000213401.9	113.068160554393	-5.62183151547911	0.426728685632257	8.30794974339753e-40	2.49045520364121e-38	MAGEA12	protein_coding
ENSG00000158828.7	410.478649754803	-1.59422171351156	0.121936156630821	8.6092475014384e-40	2.57762341859305e-38	PINK1	protein_coding
ENSG00000119446.13	1006.81170216018	-1.16519391593088	0.0889737556066404	9.11862226432779e-40	2.72680166516563e-38	RBM18	protein_coding
ENSG00000137040.9	1019.54754708043	1.28134475777086	0.0978229652387135	9.21044321320682e-40	2.7509047263221e-38	RANBP6	protein_coding
ENSG00000197299.10	1367.043784516	1.2403504219869	0.094694198705982	9.84703799053847e-40	2.93746007987827e-38	BLM	protein_coding
ENSG00000104738.16	11884.9291588006	0.847290377350073	0.0645893363087055	1.20281775020937e-39	3.58375383388627e-38	MCM4	protein_coding
ENSG00000163728.10	694.40873428239	1.38784152579139	0.106334428261065	1.47836214720498e-39	4.39938327810841e-38	TTC14	protein_coding
ENSG00000170345.9	1448.6526488278	1.00745857453463	0.0769960826375207	1.52923951464229e-39	4.54527056224772e-38	FOS	protein_coding
ENSG00000153406.13	1878.23192275188	1.16552695396995	0.0894673548693549	2.19906512243548e-39	6.52824163041651e-38	NMRAL1	protein_coding
ENSG00000167130.17	1334.73997846165	-1.11861492793108	0.0858159046891135	2.21020729877452e-39	6.55338490607619e-38	DOLPP1	protein_coding
ENSG00000109107.13	249.132219296428	-2.31119457348874	0.178397722755157	2.22067431890396e-39	6.57646799201015e-38	ALDOC	protein_coding
ENSG00000228594.3	159.511802549321	-3.01884409278429	0.232767592057609	2.34165312782266e-39	6.9263783289915e-38	C1orf233	protein_coding
ENSG00000101782.14	3327.99113486625	-0.996071747228925	0.0763882776757084	2.62656893616295e-39	7.75977070887371e-38	RIOK3	protein_coding
ENSG00000162645.12	4131.13379895052	-0.94193844988723	0.0722362586451987	2.69243470828605e-39	7.94478838530471e-38	GBP2	protein_coding
ENSG00000198668.10	10558.2899185209	0.714248669232262	0.0548366261392687	2.85463732494466e-39	8.41328868328942e-38	CALM1	protein_coding
ENSG00000161618.9	2312.12979972147	0.951261905394724	0.0729944496728196	3.00930338510645e-39	8.85847878825872e-38	ALDH16A1	protein_coding
ENSG00000167900.11	4485.55938366187	0.895218878724951	0.0686640576613457	3.0846058202594e-39	9.0692589111008e-38	TK1	protein_coding
ENSG00000133872.13	3239.68234604412	-0.885935678730064	0.0679662861127417	3.14483215565194e-39	9.23526099266361e-38	SARAF	protein_coding
ENSG00000105520.10	591.631019122844	1.36201035245597	0.104864941932206	3.16894184383334e-39	9.29493097519585e-38	PLPPR2	protein_coding
ENSG00000175274.18	285.326836156821	-1.91039523340304	0.147525875080663	3.3837383657904e-39	9.91310017533409e-38	TP53I11	protein_coding
ENSG00000154556.17	105.015025294973	-5.40805302108771	0.41549207705433	4.0051238577431e-39	1.17195276987731e-37	SORBS2	protein_coding
ENSG00000170745.11	924.187384298459	-1.17533763932212	0.0905480583979086	4.19867184294932e-39	1.22712314971347e-37	KCNS3	protein_coding
ENSG00000272398.5	7217.80181973229	-0.793914278293197	0.0609875826062913	4.37336258734247e-39	1.27665742862172e-37	CD24	protein_coding
ENSG00000071537.13	2545.62784740417	-1.09296908408603	0.084178388789679	4.74394675493434e-39	1.38319046822527e-37	SEL1L	protein_coding
ENSG00000104687.13	3059.10058920767	-0.845104350237734	0.0650032480132704	5.08156122685823e-39	1.47986891738469e-37	GSR	protein_coding
ENSG00000124733.4	2699.34411199965	1.09285124448296	0.0843410247467478	6.1964620658056e-39	1.80241336080212e-37	MEA1	protein_coding
ENSG00000135829.16	9438.99880825474	0.98890071939984	0.0762089629188494	6.50889950316248e-39	1.89105124072331e-37	DHX9	protein_coding
ENSG00000029993.14	3604.37766496113	-0.897769525466527	0.0692094543272868	7.05064923858501e-39	2.046023313365e-37	HMGB3	protein_coding
ENSG00000134755.14	99.6306618783863	-3.95894017226774	0.307127960260088	7.26837239757464e-39	2.10671110592113e-37	DSC2	protein_coding
ENSG00000120322.3	135.010988078057	6.04325852518216	0.463847761969252	7.48482022291181e-39	2.16688638354215e-37	PCDHB8	protein_coding
ENSG00000260912.1	766.187115731845	-1.19014754061268	0.0920281062157163	7.66902437063573e-39	2.21759606830612e-37	RP11-363E7.4	sense_overlapping
ENSG00000163624.5	1974.87062698748	-0.91699052155359	0.0707345485055037	8.02888724412362e-39	2.31892042536107e-37	CDS1	protein_coding
ENSG00000096092.5	1358.15758228392	1.19745288079986	0.0926761191744459	8.72970332124407e-39	2.51836535459089e-37	TMEM14A	protein_coding
ENSG00000124343.13	747.367666043536	1.27011574678473	0.0984434329130309	1.13329221224208e-38	3.26550626749566e-37	XG	protein_coding
ENSG00000006744.18	4216.84701365245	-0.821514501433763	0.0634611226100352	1.16762896815814e-38	3.36049647044669e-37	ELAC2	protein_coding
ENSG00000100219.16	7346.25274237746	-0.872417402416996	0.0674987935357099	1.1705949537085e-38	3.36508310197962e-37	XBP1	protein_coding
ENSG00000159023.20	702.18973629655	-1.45216960036772	0.112797151348505	1.34006221498186e-38	3.84773601564054e-37	EPB41	protein_coding
ENSG00000067141.16	700.319986681547	1.24547900181558	0.096724698026913	1.58436204405352e-38	4.5438762201446e-37	NEO1	protein_coding
ENSG00000197172.10	149.37448233286	-2.58806541772409	0.202137090518061	1.61276062660549e-38	4.61991861273285e-37	MAGEA6	protein_coding
ENSG00000115839.17	1742.64630424032	-1.19101240919364	0.0924868567989242	1.66716840074493e-38	4.77020260847915e-37	RAB3GAP1	protein_coding
ENSG00000160360.12	495.833789942767	-1.44697379323704	0.112555000398998	1.67398458038117e-38	4.78412306474671e-37	GPSM1	protein_coding
ENSG00000095015.5	973.799140437626	-1.32044529808835	0.102640125065535	1.74634771422201e-38	4.985121338817e-37	MAP3K1	protein_coding
ENSG00000133466.13	3928.77595912908	-0.783377982750481	0.0606732271846958	1.78898394104997e-38	5.10089246726586e-37	C1QTNF6	protein_coding
ENSG00000141068.14	610.112709641027	-1.70939138206373	0.133272282776743	1.80905885785871e-38	5.15214079599925e-37	KSR1	protein_coding
ENSG00000188042.7	757.541324596184	-1.21924010515497	0.0947807897362634	1.83290551602156e-38	5.21399955433464e-37	ARL4C	protein_coding
ENSG00000114405.10	318.109436239191	1.89529557131131	0.147861205175768	1.86258719161944e-38	5.29229438304755e-37	C3orf14	protein_coding
ENSG00000178425.13	1142.01950161862	1.11956600362317	0.0869526968381526	1.96402893379052e-38	5.57406869044878e-37	NT5DC1	protein_coding
ENSG00000108582.11	4492.04011197371	-1.04290580295204	0.0810524749114801	2.30552268096273e-38	6.53569036530487e-37	CPD	protein_coding
ENSG00000114850.6	6822.93854020478	0.773203970177277	0.0599687778526886	2.43043307421723e-38	6.88183018624489e-37	SSR3	protein_coding
ENSG00000141738.13	1574.48404504288	-1.01922534955406	0.0794022337394607	3.28699147018427e-38	9.29646111192485e-37	GRB7	protein_coding
ENSG00000171345.13	65398.9772107942	-0.85464496818588	0.0664645247788474	3.36253748598888e-38	9.4991683979186e-37	KRT19	protein_coding
ENSG00000100242.15	2837.55183646298	-0.910031893832299	0.0708413434742658	3.86538884911203e-38	1.09071576489155e-36	SUN2	protein_coding
ENSG00000171056.7	1559.37505654837	-0.940010871665714	0.0732297115919686	3.90765698568432e-38	1.101375367195e-36	SOX7	protein_coding
ENSG00000135269.17	4277.13468742802	-0.792791580569917	0.0616924116415984	4.10245521248843e-38	1.15495182853535e-36	TES	protein_coding
ENSG00000166974.12	269.977201196931	-1.87820389964524	0.147402251281224	4.53967942771364e-38	1.27657659686888e-36	MAPRE2	protein_coding
ENSG00000101868.10	1499.1552274394	1.07133875181825	0.0836363053823252	5.08872319519943e-38	1.42933083012011e-36	POLA1	protein_coding
ENSG00000117298.14	2040.27666382031	-1.1498060323982	0.08996889148349	6.35583940639081e-38	1.78319837624839e-36	ECE1	protein_coding
ENSG00000186591.11	4498.28718747397	-0.880448976269384	0.0688131977114577	7.48742365664765e-38	2.09827560553894e-36	UBE2H	protein_coding
ENSG00000152779.13	230.090807118068	-2.07074493271153	0.162992524464794	7.68687949157319e-38	2.1517120092793e-36	SLC16A12	protein_coding
ENSG00000176153.11	10799.9993909459	-0.955352415489476	0.0747934217304142	8.56052900803794e-38	2.39353171956783e-36	GPX2	protein_coding
ENSG00000004399.12	806.128367113834	-1.30026439089766	0.102106587063591	9.2892335181753e-38	2.59431998974005e-36	PLXND1	protein_coding
