gene_id,gene_name,gene_biotype,BBN963_MP1_rep_1_cpm,BBN963_MP1_rep_1_count,BBN963_MP1_rep_2_cpm,BBN963_MP1_rep_2_count,BBN963_MP1_rep_3_cpm,BBN963_MP1_rep_3_count,UPPL1541_PARENTAL_rep_1_cpm,UPPL1541_PARENTAL_rep_1_count,UPPL1541_PARENTAL_rep_2_cpm,UPPL1541_PARENTAL_rep_2_count,UPPL1541_PARENTAL_rep_3_cpm,UPPL1541_PARENTAL_rep_3_count,UPPL1541_MP1_rep_1_cpm,UPPL1541_MP1_rep_1_count,UPPL1541_MP1_rep_2_cpm,UPPL1541_MP1_rep_2_count,UPPL1541_MP1_rep_3_cpm,UPPL1541_MP1_rep_3_count,BBN963_PARENTAL_rep_1_cpm,BBN963_PARENTAL_rep_1_count,BBN963_PARENTAL_rep_2_cpm,BBN963_PARENTAL_rep_2_count,BBN963_PARENTAL_rep_3_cpm,BBN963_PARENTAL_rep_3_count
ENSMUSG00000033083,Tbc1d4,protein_coding,9.041269998023457,75.0,9.969272820599537,88.0,8.832362720067133,75.0,5.663915252456829,52.0,5.548464646279096,54.0,6.98940766326501,67.0,7.7023955733965845,63.0,8.154538233467747,76.0,6.977544703575847,62.0,8.765777865036906,86.0,8.734878391574322,82.0,8.464249973459143,74.0
ENSMUSG00000033088,Triobp,protein_coding,44.3624981236351,368.0,47.580620280134156,420.0,45.280579544877504,384.5,71.56139078584879,657.0,71.51354432981947,696.0,72.39774504934205,694.0,86.68251526251078,709.0,70.9230233200287,661.0,76.52790965212219,680.0,50.759969497539295,498.0,38.61455386519137,362.5,44.38012148246146,388.0
ENSMUSG00000033096,Apmap,protein_coding,12.175576930671589,101.0,10.309134394029067,91.0,13.071896825699357,111.0,14.922238261280494,137.0,17.98113542775633,175.0,17.734317951567938,170.0,18.58355757390922,152.0,20.171752472262323,188.0,17.66894384615174,157.0,13.55637739592917,133.0,13.315363401790126,125.0,13.382665498577294,117.0
ENSMUSG00000033099,Nol12,protein_coding,37.00893185857602,307.0,40.21695285582768,355.0,39.37231770933393,334.33,68.13036520022591,625.5,64.73208753992279,630.0,58.731888274898516,563.0,76.69752087395047,627.33,60.515257416786966,564.0,67.07446198921299,596.0,40.87298748697441,401.0,36.53735717451211,343.0,39.72821544975087,347.33
ENSMUSG00000033102,Cdc14b,protein_coding,35.441778392251955,294.0,34.326018916382495,303.0,30.73662226583362,261.0,22.219975221176796,204.0,25.481837634763256,248.0,26.079879340541083,250.0,18.705817821105992,153.0,19.95715936085528,186.0,19.694682631060857,175.0,35.36889440892798,347.0,35.68517391679754,335.0,34.77205394502135,304.0
ENSMUSG00000033105,Lss,protein_coding,23.266201461580366,193.0,21.7511406994899,192.0,20.962140855625993,178.0,15.575766944256282,143.0,11.405177328462587,111.0,15.647927604324648,150.0,13.570887438841602,111.0,11.051545237462868,103.0,11.366645404212267,101.0,25.99155064633036,255.0,27.269864246866177,256.0,21.389388446444052,187.0
ENSMUSG00000033106,Slc7a6os,protein_coding,48.6420325893662,403.5,48.71349219156592,430.0,50.579997176917786,429.5,38.77603518989675,356.0,35.037526747799475,341.0,36.355351800714274,348.5,35.76112230505557,292.5,39.91431872171056,372.0,34.0999362126368,303.0,39.955638640633346,392.0,45.59180428772939,428.0,46.66775661042339,408.0
ENSMUSG00000033107,Rnf125,protein_coding,0.9644021331225022,8.0,2.039169440577178,18.0,0.8832362720067133,7.5,0.326764341487894,3.0,0.0,0.0,0.10431951736216434,1.0,0.12226024719677119,1.0,0.0,0.0,0.11254104360606206,1.0,2.038552991869048,20.0,1.278274886571852,12.0,1.029435807582869,9.0
ENSMUSG00000033111,Cep15,protein_coding,10.939936697608383,90.75,10.818926754173363,95.5,9.215098437936708,78.25,10.919375078053791,100.25,10.968492610931362,106.75,10.431951736216433,100.0,10.92150788208757,89.33,12.98288324012628,121.0,11.704268535030453,104.0,9.300898025402532,91.25,9.666953829699631,90.75,8.464249973459143,74.0
ENSMUSG00000033114,Slc35d2,protein_coding,7.835767331620331,65.0,6.797231468590594,60.0,5.888241813378089,50.0,3.049800520553678,28.0,2.054986906029295,20.0,3.6511831076757515,35.0,3.0565061799192796,25.0,3.2188966711056897,30.0,3.3762313081818616,30.0,4.790599530892263,47.0,7.243557690573828,68.0,7.549195922274372,66.0
ENSMUSG00000033122,Hsd17b3,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000033124,Atg9a,protein_coding,7.896042464940487,65.5,6.570657086304241,58.0,7.360302266722611,62.5,7.733422748546825,71.0,8.8878183685767,86.5,8.345561388973147,80.0,9.658559528544924,79.0,9.97857968042764,93.0,9.509718184712243,84.5,10.090837309751787,99.0,9.107708566824446,85.5,8.92177699905153,78.0
ENSMUSG00000033126,Ybey,protein_coding,3.857608532490009,32.0,3.2853285431521204,29.0,2.708591234153921,23.0,3.9211720978547278,36.0,4.212723157360054,41.0,4.4857392465730666,43.0,5.012670135067618,41.0,4.238213950289158,39.5,3.3762313081818616,30.0,2.95590183821012,29.0,3.089164309215309,29.0,3.888979717535282,34.0
ENSMUSG00000033128,Gga1,protein_coding,47.01460398972198,390.0,54.71771332215428,483.0,49.52011365050973,420.5,57.61944554903198,529.0,62.16335390738617,605.0,65.19969835135271,625.0,55.62841247453089,455.0,57.725546968495365,538.0,57.058309108273455,507.0,54.12358193412323,531.0,51.02447255565976,479.0,54.90324307108634,480.0
ENSMUSG00000033147,Slc22a15,protein_coding,9.644021331225023,80.0,9.289549673740478,82.0,9.42118690140494,80.0,3.8481947282557654,35.33,5.548464646279096,54.0,3.338224555589259,32.0,2.445204943935424,20.0,3.7553794496233044,35.0,3.3762313081818616,30.0,9.479271412191073,93.0,10.865336535860743,102.0,9.493685781042013,83.0
ENSMUSG00000033149,Phldb2,protein_coding,33.0307730594457,274.0,32.51342385809168,287.0,29.20567939435532,248.0,48.96019049960279,449.5,54.25165431917338,528.0,52.57703675053082,504.0,49.02635912590525,401.0,58.7985125255306,548.0,51.20617484075824,455.0,37.61130269998394,369.0,36.963448803369396,347.0,29.39611139431081,257.0
