baseMean	log2FoldChange	lfcSE	pvalue	padj	GeneSymbol	gene_type
ENSG00000166147.13	233.494861485661	2.17076037425184	0.249371331624144	5.96942581842937e-19	1.4033577424053e-16	FBN1	protein_coding
ENSG00000231500.6	3805.05627525728	-0.492295952529033	0.0568178104208585	8.4738432991064e-19	1.95654989031153e-16	RPS18	protein_coding
ENSG00000118515.11	353.692234612836	1.46264448166181	0.171205253690396	1.14084749529143e-18	2.58792247616109e-16	SGK1	protein_coding
ENSG00000196230.12	7221.84795674981	-0.465391479610926	0.0538963398424087	1.21654952563834e-18	2.71206644250064e-16	TUBB	protein_coding
ENSG00000189403.14	3941.30017332352	-0.858609091597199	0.101888441793513	1.25915920124859e-18	2.75947940205834e-16	HMGB1	protein_coding
ENSG00000176907.4	134.976566234322	2.52126014200421	0.299839711401012	1.46808217963625e-18	3.16371709711611e-16	C8orf4	protein_coding
ENSG00000171310.10	589.814588850603	1.18917339737856	0.143270456046286	6.24232886374852e-18	1.32316905259456e-15	CHST11	protein_coding
ENSG00000105887.10	2029.20462402402	0.576179136463504	0.068631365046749	6.57938028484459e-18	1.37211914650065e-15	MTPN	protein_coding
ENSG00000113396.12	34.0768470996561	-7.11528543997354	0.993541949638197	1.32338078840827e-17	2.71608152287601e-15	SLC27A6	protein_coding
ENSG00000148154.9	3529.03261704538	0.587794282048653	0.0712016081906297	2.00318032684763e-17	4.04705025408435e-15	UGCG	protein_coding
ENSG00000189221.9	351.26262068672	1.57752332391389	0.191761463268243	2.68901380676806e-17	5.34906900330939e-15	MAOA	protein_coding
ENSG00000164976.8	342.88143492487	1.36532268702863	0.170007532444864	6.47972218541247e-17	1.26943648268763e-14	KIAA1161	protein_coding
ENSG00000107372.12	1588.20087423336	0.746621627966905	0.0931879524367623	1.2742064719463e-16	2.45902831078592e-14	ZFAND5	protein_coding
ENSG00000150938.9	1649.22349116739	0.674778643021866	0.0844359147522042	1.36570759151316e-16	2.59685281739194e-14	CRIM1	protein_coding
ENSG00000124942.13	7344.17774458204	0.410495135358712	0.0508707940391026	1.66743660787059e-16	3.12463120866185e-14	AHNAK	protein_coding
ENSG00000172331.11	162.012736272691	1.98053498987873	0.252754100840105	1.87635915095786e-16	3.46590340312644e-14	BPGM	protein_coding
ENSG00000171793.13	1417.23304440956	0.658147753809148	0.0832875613156362	3.22283330584775e-16	5.86918797811427e-14	CTPS1	protein_coding
ENSG00000103257.8	9359.75260406815	-0.648968394001116	0.08169275924339	3.56358701805065e-16	6.39960835324929e-14	SLC7A5	protein_coding
ENSG00000009335.17	1366.70078667922	0.679363109859054	0.0865424615219919	4.60710227052226e-16	8.16025100792505e-14	UBE3C	protein_coding
