baseMean	log2FoldChange	lfcSE	pvalue	padj	GeneSymbol	gene_type
ENSG00000005469.11	1911.91120771125	-1.90994685189171	0.0713367789834499	8.79910293101119e-159	1.37986964480057e-156	CROT	protein_coding
ENSG00000139842.14	7708.25385756506	1.28224129857147	0.0481383148471632	7.21196379636818e-157	1.12372566665591e-154	CUL4A	protein_coding
ENSG00000197142.10	2906.02611643599	-1.7598303546579	0.0661602643487061	1.11691407992979e-156	1.7292248752136e-154	ACSL5	protein_coding
ENSG00000136802.11	12197.3163700683	1.2689460757483	0.0476716528816574	1.21981677100057e-156	1.87658773751334e-154	LRRC8A	protein_coding
ENSG00000130881.13	2168.5443602514	2.47765907912141	0.0935372696373805	1.2747355082577e-155	1.9487418867434e-153	LRP3	protein_coding
ENSG00000125398.6	1111.80571480191	3.09357794073595	0.116945711478408	2.39269952024577e-155	3.63495920241337e-153	SOX9	protein_coding
ENSG00000134905.16	4929.72886781067	1.554379668874	0.0586775951499002	2.45700937358892e-155	3.70947371700782e-153	CARS2	protein_coding
ENSG00000129521.13	1685.64122914973	2.22662111416421	0.0843637699557577	1.63517269806316e-154	2.45346560319884e-152	EGLN3	protein_coding
ENSG00000164683.16	626.093320451898	-4.1214247438294	0.156319196889583	3.8117893076264e-154	5.68424311045859e-152	HEY1	protein_coding
ENSG00000155850.7	12841.6796065168	-1.79513556301988	0.0680555255404612	3.84977304820818e-154	5.7058800904144e-152	SLC26A2	protein_coding
ENSG00000271447.5	3354.7050291149	1.73587562461539	0.0658363756680123	4.95824201454343e-154	7.30424173621255e-152	MMP28	protein_coding
ENSG00000164951.15	3283.80530908322	1.6932430944162	0.064407947290386	4.13162107035592e-153	6.04983815404466e-151	PDP1	protein_coding
ENSG00000158623.14	3202.82770888763	-1.55897280263283	0.0594284115562156	2.02140715703523e-152	2.94217627341649e-150	COPG2	protein_coding
ENSG00000184292.6	31907.9081596687	1.23658075123104	0.0472131130777661	8.54422787774307e-152	1.23621754181131e-149	TACSTD2	protein_coding
ENSG00000180155.19	1660.40820813884	2.25773109921733	0.0867017079403973	2.16193809250119e-150	3.10948101860511e-148	LYNX1	protein_coding
ENSG00000127824.13	6789.62003499853	1.71061299821416	0.0656728570650814	2.17998511581373e-150	3.1169940123579e-148	TUBA4A	protein_coding
ENSG00000131351.14	2188.18464885618	1.75248002447719	0.067284278359117	2.46907669225667e-150	3.50969866425046e-148	HAUS8	protein_coding
ENSG00000156510.12	534.205320249165	4.64092298691797	0.17840340620162	2.71014543080481e-150	3.82997122014957e-148	HKDC1	protein_coding
ENSG00000113657.12	4364.08040515009	-1.88352058538613	0.0726360224332923	3.7826788393302e-149	5.31477309523695e-147	DPYSL3	protein_coding
ENSG00000187514.16	31201.1217915046	-1.07541302883617	0.0414394993558018	5.52694847219274e-149	7.72089290307983e-147	PTMA	protein_coding
ENSG00000163565.18	3291.33365697718	1.53881862180946	0.059365769270092	7.58073415893975e-149	1.05294231543628e-146	IFI16	protein_coding
ENSG00000141424.12	5352.66940154199	-1.39410272711776	0.0537850049284731	8.26859793439983e-149	1.14195914767873e-146	SLC39A6	protein_coding
ENSG00000119541.9	4143.824652156	-1.70690689845465	0.0658954317834509	9.35986006855261e-149	1.28536790218253e-146	VPS4B	protein_coding
ENSG00000133135.13	2116.09483755208	-2.36171156273946	0.0908941191796862	2.18468384573461e-148	2.98332079990288e-146	RNF128	protein_coding
ENSG00000067057.16	20978.1847858493	1.33641757720532	0.0516505985791789	3.12021616563522e-148	4.2370443764299e-146	PFKP	protein_coding
